"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"response to endoplasmic reticulum stress","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7813
"vesicle organization","C1_05_24",1,4,3.7e-24,-1.32192809488736,0.0981
"mitochondrial respiratory chain complex assembly","C1_05_24",1,1,3.7e-24,0,1
"DNA-templated transcription elongation","C1_05_24",0,1,3.7e-24,-1,0.4034
"mitochondrial transport","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5408
"establishment of organelle localization","C1_05_24",5,4,3.7e-24,0.263034405833794,0.8056
"regulation of intracellular protein transport","C1_05_24",2,2,3.7e-24,0,1
"response to UV","C1_05_24",5,2,3.7e-24,1,0.1873
"RNA localization","C1_05_24",4,2,3.7e-24,0.736965594166206,0.2792
"response to topologically incorrect protein","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5843
"organelle fission","C1_05_24",3,5,3.7e-24,-0.584962500721156,0.3063
"non-membrane-bounded organelle assembly","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.648
"protein polyubiquitination","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.0978
"methylation","C1_05_24",6,3,3.7e-24,0.807354922057604,0.2791
"phospholipid biosynthetic process","C1_05_24",5,3,3.7e-24,0.584962500721156,0.3876
"oxidative phosphorylation","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.162
"establishment of protein localization to membrane","C1_05_24",2,2,3.7e-24,0,1
"in utero embryonic development","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6436
"vacuole organization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5237
"nuclear-transcribed mRNA catabolic process","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1571
"protein folding","C1_05_24",2,2,3.7e-24,0,1
"DNA conformation change","C1_05_24",1,1,3.7e-24,0,1
"regulation of chromosome segregation","C1_05_24",1,1,3.7e-24,0,1
"regulation of apoptotic signaling pathway","C1_05_24",4,4,3.7e-24,0,1
"cell cycle G2/M phase transition","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1609
"vacuolar transport","C1_05_24",0,1,3.7e-24,-1,0.4169
"response to ionizing radiation","C1_05_24",0,1,3.7e-24,-1,0.4065
"cellular response to UV","C1_05_24",0,1,3.7e-24,-1,0.4166
"regulation of binding","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.2529
"nucleic acid transport","C1_05_24",4,1,3.7e-24,1.32192809488736,0.0635
"RNA transport","C1_05_24",3,1,3.7e-24,1,0.4062
"ribonucleoprotein complex subunit organization","C1_05_24",1,3,3.7e-24,-1,0.2533
"regulation of DNA replication","C1_05_24",0,1,3.7e-24,-1,0.4154
"ribose phosphate metabolic process","C1_05_24",4,5,3.7e-24,-0.263034405833794,0.6645
"proton motive force-driven ATP synthesis","C1_05_24",0,1,3.7e-24,-1,0.5022
"ribonucleotide metabolic process","C1_05_24",4,4,3.7e-24,0,1
"telomere organization","C1_05_24",2,2,3.7e-24,0,1
"cellular response to topologically incorrect protein","C1_05_24",2,2,3.7e-24,0,1
"Golgi organization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5767
"ribonucleoprotein complex assembly","C1_05_24",2,2,3.7e-24,0,1
"cellular nitrogen compound catabolic process","C1_05_24",5,4,3.7e-24,0.263034405833794,0.8156
"negative regulation of phosphorus metabolic process","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6405
"heterocycle catabolic process","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6341
"mitochondrial membrane organization","C1_05_24",3,1,3.7e-24,1,0.4115
"regulation of protein-containing complex assembly","C1_05_24",1,4,3.7e-24,-1.32192809488736,0.1019
"positive regulation of cellular component biogenesis","C1_05_24",3,5,3.7e-24,-0.584962500721156,0.3528
"response to oxidative stress","C1_05_24",1,3,3.7e-24,-1,0.1993
"regulation of supramolecular fiber organization","C1_05_24",1,4,3.7e-24,-1.32192809488736,0.099
"positive regulation of protein localization","C1_05_24",3,3,3.7e-24,0,1
"positive regulation of cell projection organization","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.2648
"negative regulation of transferase activity","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5448
"autophagy of mitochondrion","C1_05_24",0,1,3.7e-24,-1,0.469
"positive regulation of amide metabolic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5862
"chromatin remodeling","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.3138
"viral process","C1_05_24",4,4,3.7e-24,0,1
"macromolecule deacylation","C1_05_24",3,1,3.7e-24,1,0.424
"mitotic cytokinesis","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6383
"aromatic compound catabolic process","C1_05_24",5,5,3.7e-24,0,1
"vesicle localization","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7444
"establishment or maintenance of cell polarity","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.0973
"Wnt signaling pathway","C1_05_24",1,4,3.7e-24,-1.32192809488736,0.0967
"cell-cell signaling by wnt","C1_05_24",5,4,3.7e-24,0.263034405833794,0.8133
"ATP metabolic process","C1_05_24",1,3,3.7e-24,-1,0.2441
"cellular response to chemical stress","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.2872
"regulation of vacuole organization","C1_05_24",0,0,3.7e-24,0,1
"cellular response to external stimulus","C1_05_24",1,3,3.7e-24,-1,0.2145
"negative regulation of protein phosphorylation","C1_05_24",1,3,3.7e-24,-1,0.2234
"negative regulation of catabolic process","C1_05_24",3,3,3.7e-24,0,1
"regulation of microtubule cytoskeleton organization","C1_05_24",1,1,3.7e-24,0,1
"chromosome localization","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6369
"negative regulation of mitotic nuclear division","C1_05_24",0,0,3.7e-24,0,1
"regulation of actin filament organization","C1_05_24",0,3,3.7e-24,-2,0.056
"dephosphorylation","C1_05_24",0,3,3.7e-24,-2,0.0449
"glycosylation","C1_05_24",2,2,3.7e-24,0,1
"positive regulation of establishment of protein localization","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6019
"regulation of microtubule-based process","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6288
"cell-substrate junction organization","C1_05_24",0,1,3.7e-24,-1,0.4825
"protein-containing complex localization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5854
"mitochondrial transmembrane transport","C1_05_24",0,1,3.7e-24,-1,0.4896
"stem cell population maintenance","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5558
"ribosome assembly","C1_05_24",4,1,3.7e-24,1.32192809488736,0.01
"intraciliary transport","C1_05_24",1,0,3.7e-24,1,0.4447
"Golgi to plasma membrane protein transport","C1_05_24",0,0,3.7e-24,0,1
"response to amino acid starvation","C1_05_24",1,0,3.7e-24,1,0.4524
"cellular response to extracellular stimulus","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5315
"cell growth","C1_05_24",5,5,3.7e-24,0,1
"protein glycosylation","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7259
"macromolecule glycosylation","C1_05_24",1,3,3.7e-24,-1,0.2569
"maintenance of cell number","C1_05_24",2,2,3.7e-24,0,1
"response to reactive oxygen species","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5299
"regulation of cell morphogenesis","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5344
"regulation of cellular component size","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7743
"cell-substrate junction assembly","C1_05_24",0,1,3.7e-24,-1,0.4462
"membrane fission","C1_05_24",1,0,3.7e-24,1,0.389
"membrane docking","C1_05_24",0,1,3.7e-24,-1,0.5141
"fibroblast migration","C1_05_24",0,0,3.7e-24,0,1
"nucleus organization","C1_05_24",2,2,3.7e-24,0,1
"regulation of cell growth","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5863
"fibroblast proliferation","C1_05_24",1,1,3.7e-24,0,1
"cell cycle G1/S phase transition","C1_05_24",3,3,3.7e-24,0,1
"actin filament organization","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.5971
"response to oxygen levels","C1_05_24",2,3,3.7e-24,-0.415037499278844,0.6151
"epigenetic regulation of gene expression","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5472
"organelle fusion","C1_05_24",4,1,3.7e-24,1.32192809488736,0.0894
"lipoprotein metabolic process","C1_05_24",3,2,3.7e-24,0.415037499278844,0.728
"protein lipidation","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6386
"regulation of plasma membrane bounded cell projection assembly","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7353
"regulation of actin filament-based process","C1_05_24",3,3,3.7e-24,0,1
"regulation of GTPase activity","C1_05_24",0,3,3.7e-24,-2,0.0397
"nuclear envelope organization","C1_05_24",0,1,3.7e-24,-1,0.4571
"protein autophosphorylation","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.55
"connective tissue development","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7434
"cellular response to heat","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0666
"myeloid cell homeostasis","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7311
"regulation of neuron projection development","C1_05_24",3,5,3.7e-24,-0.584962500721156,0.359
"receptor metabolic process","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6541
"maintenance of protein location in cell","C1_05_24",0,0,3.7e-24,0,1
"apoptotic mitochondrial changes","C1_05_24",0,1,3.7e-24,-1,0.4528
"response to transforming growth factor beta","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5289
"neural tube development","C1_05_24",1,1,3.7e-24,0,1
"maintenance of protein location","C1_05_24",1,1,3.7e-24,0,1
"regulation of ubiquitin-protein transferase activity","C1_05_24",0,0,3.7e-24,0,1
"cilium assembly","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7918
"mRNA export from nucleus","C1_05_24",1,0,3.7e-24,1,0.4657
"regulation of cell-substrate junction organization","C1_05_24",1,1,3.7e-24,0,1
"membrane biogenesis","C1_05_24",0,1,3.7e-24,-1,0.5197
"cilium organization","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.649
"platelet-derived growth factor receptor signaling pathway","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6404
"iron-sulfur cluster assembly","C1_05_24",0,0,3.7e-24,0,1
"metallo-sulfur cluster assembly","C1_05_24",0,0,3.7e-24,0,1
"centromere complex assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular response to oxygen levels","C1_05_24",2,2,3.7e-24,0,1
"fatty acid beta-oxidation","C1_05_24",0,1,3.7e-24,-1,0.4442
"organelle localization by membrane tethering","C1_05_24",1,1,3.7e-24,0,1
"autophagosome maturation","C1_05_24",1,1,3.7e-24,0,1
"cellular response to transforming growth factor beta stimulus","C1_05_24",2,2,3.7e-24,0,1
"nucleotide catabolic process","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6473
"tube closure","C1_05_24",0,0,3.7e-24,0,1
"regulation of stem cell differentiation","C1_05_24",1,0,3.7e-24,1,0.4996
"substrate adhesion-dependent cell spreading","C1_05_24",1,1,3.7e-24,0,1
"chondrocyte differentiation","C1_05_24",1,1,3.7e-24,0,1
"regulation of fibroblast proliferation","C1_05_24",0,0,3.7e-24,0,1
"morphogenesis of an epithelial sheet","C1_05_24",1,0,3.7e-24,1,0.4801
"microtubule polymerization","C1_05_24",0,1,3.7e-24,-1,0.4152
"response to virus","C1_05_24",3,3,3.7e-24,0,1
"membrane assembly","C1_05_24",0,0,3.7e-24,0,1
"COPII vesicle coating","C1_05_24",0,0,3.7e-24,0,1
"erythrocyte differentiation","C1_05_24",0,1,3.7e-24,-1,0.4231
"organophosphate catabolic process","C1_05_24",0,1,3.7e-24,-1,0.4225
"regulation of embryonic development","C1_05_24",0,1,3.7e-24,-1,0.498
"regulation of focal adhesion assembly","C1_05_24",1,0,3.7e-24,1,0.4894
"regulation of cell-substrate junction assembly","C1_05_24",1,1,3.7e-24,0,1
"regulation of extracellular matrix organization","C1_05_24",0,0,3.7e-24,0,1
"GPI anchor biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium organization","C1_05_24",0,1,3.7e-24,-1,0.4334
"positive regulation of stem cell population maintenance","C1_05_24",0,1,3.7e-24,-1,0.5155
"monosaccharide metabolic process","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7262
"U2-type prespliceosome assembly","C1_05_24",0,0,3.7e-24,0,1
"heterochromatin formation","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6442
"peroxisome organization","C1_05_24",1,0,3.7e-24,1,0.3356
"regulation of mitochondrial fission","C1_05_24",0,0,3.7e-24,0,1
"cellular pigmentation","C1_05_24",0,1,3.7e-24,-1,0.5332
"regulation of fibroblast migration","C1_05_24",0,0,3.7e-24,0,1
"cellular carbohydrate metabolic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5273
"positive regulation of axonogenesis","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6411
"kinetochore organization","C1_05_24",0,0,3.7e-24,0,1
"stem cell differentiation","C1_05_24",2,2,3.7e-24,0,1
"proton transmembrane transport","C1_05_24",0,1,3.7e-24,-1,0.4666
"cellular response to insulin stimulus","C1_05_24",2,2,3.7e-24,0,1
"establishment of mitotic spindle localization","C1_05_24",0,0,3.7e-24,0,1
"cell redox homeostasis","C1_05_24",2,0,3.7e-24,1.58496250072116,0.0891
"stress granule assembly","C1_05_24",0,0,3.7e-24,0,1
"protein neddylation","C1_05_24",1,0,3.7e-24,1,0.3406
"regulation of mitochondrial membrane potential","C1_05_24",1,0,3.7e-24,1,0.4554
"neuron death","C1_05_24",6,4,3.7e-24,0.485426827170242,0.4403
"defense response to virus","C1_05_24",2,2,3.7e-24,0,1
"sulfur compound metabolic process","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7425
"NADP metabolic process","C1_05_24",1,0,3.7e-24,1,0.3151
"vacuolar acidification","C1_05_24",1,0,3.7e-24,1,0.3957
"oligosaccharide-lipid intermediate biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.3544
"lysosomal lumen acidification","C1_05_24",0,0,3.7e-24,0,1
"glycosyl compound biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"heart valve development","C1_05_24",0,1,3.7e-24,-1,0.4698
"water-soluble vitamin metabolic process","C1_05_24",1,1,3.7e-24,0,1
"interferon-beta production","C1_05_24",0,0,3.7e-24,0,1
"regulation of interferon-beta production","C1_05_24",0,0,3.7e-24,0,1
"branched-chain amino acid metabolic process","C1_05_24",0,0,3.7e-24,0,1
"regulation of mitochondrial membrane permeability","C1_05_24",1,1,3.7e-24,0,1
"respiratory tube development","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1818
"cellular senescence","C1_05_24",0,1,3.7e-24,-1,0.4308
"positive regulation of neurogenesis","C1_05_24",3,3,3.7e-24,0,1
"mitochondrial outer membrane permeabilization","C1_05_24",0,0,3.7e-24,0,1
"immune system development","C1_05_24",1,1,3.7e-24,0,1
"clathrin-dependent endocytosis","C1_05_24",1,0,3.7e-24,1,0.33
"positive regulation of viral process","C1_05_24",0,0,3.7e-24,0,1
"bone development","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.536
"cell-substrate adhesion","C1_05_24",0,3,3.7e-24,-2,0.0429
"positive regulation of microtubule polymerization","C1_05_24",0,0,3.7e-24,0,1
"pteridine-containing compound metabolic process","C1_05_24",1,0,3.7e-24,1,0.3358
"response to arsenic-containing substance","C1_05_24",0,0,3.7e-24,0,1
"response to insulin","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5223
"ubiquinone metabolic process","C1_05_24",1,0,3.7e-24,1,0.3221
"cellular response to arsenic-containing substance","C1_05_24",0,0,3.7e-24,0,1
"inositol phosphate catabolic process","C1_05_24",1,0,3.7e-24,1,0.273
"telomerase RNA localization to Cajal body","C1_05_24",0,0,3.7e-24,0,1
"respiratory system development","C1_05_24",1,1,3.7e-24,0,1
"regulation of generation of precursor metabolites and energy","C1_05_24",1,1,3.7e-24,0,1
"mitochondrial calcium ion homeostasis","C1_05_24",0,0,3.7e-24,0,1
"G0 to G1 transition","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial genome maintenance","C1_05_24",0,0,3.7e-24,0,1
"release of cytochrome c from mitochondria","C1_05_24",0,0,3.7e-24,0,1
"cortical cytoskeleton organization","C1_05_24",0,0,3.7e-24,0,1
"response to sterol depletion","C1_05_24",0,0,3.7e-24,0,1
"regulation of ncRNA transcription","C1_05_24",0,0,3.7e-24,0,1
"mesenchymal cell differentiation","C1_05_24",3,3,3.7e-24,0,1
"protein-DNA complex subunit organization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5311
"response to fluid shear stress","C1_05_24",1,0,3.7e-24,1,0.2181
"collagen fibril organization","C1_05_24",0,0,3.7e-24,0,1
"roof of mouth development","C1_05_24",1,1,3.7e-24,0,1
"regulation of protein dephosphorylation","C1_05_24",0,1,3.7e-24,-1,0.4437
"multicellular organism growth","C1_05_24",0,1,3.7e-24,-1,0.4379
"miRNA processing","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6246
"small molecule catabolic process","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6437
"regulation of G0 to G1 transition","C1_05_24",1,0,3.7e-24,1,0.3522
"circadian regulation of gene expression","C1_05_24",1,1,3.7e-24,0,1
"regulation of translational fidelity","C1_05_24",0,0,3.7e-24,0,1
"ubiquinone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrial calcium ion transmembrane transport","C1_05_24",1,0,3.7e-24,1,0.2501
"quinone biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.3117
"viral release from host cell","C1_05_24",1,0,3.7e-24,1,0.2006
"exit from host cell","C1_05_24",0,0,3.7e-24,0,1
"positive regulation of GTPase activity","C1_05_24",3,2,3.7e-24,0.415037499278844,0.729
"regulation of cytokinesis","C1_05_24",0,1,3.7e-24,-1,0.4213
"mitochondrion localization","C1_05_24",0,0,3.7e-24,0,1
"renal system development","C1_05_24",4,2,3.7e-24,0.736965594166206,0.3441
"regulation of cysteine-type endopeptidase activity involved in apoptotic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5638
"regulation of cell-substrate adhesion","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5684
"centrosome localization","C1_05_24",1,0,3.7e-24,1,0.2743
"microtubule organizing center localization","C1_05_24",1,0,3.7e-24,1,0.3192
"pinocytosis","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium assembly","C1_05_24",1,0,3.7e-24,1,0.4341
"cellular response to sterol depletion","C1_05_24",0,0,3.7e-24,0,1
"placenta development","C1_05_24",0,1,3.7e-24,-1,0.4152
"rhythmic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5356
"spindle localization","C1_05_24",1,0,3.7e-24,1,0.4607
"carbohydrate derivative catabolic process","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5456
"response to amino acid","C1_05_24",0,1,3.7e-24,-1,0.4352
"regulation of intracellular steroid hormone receptor signaling pathway","C1_05_24",0,1,3.7e-24,-1,0.4796
"regulation of neuron death","C1_05_24",4,3,3.7e-24,0.321928094887362,0.7699
"ossification","C1_05_24",2,4,3.7e-24,-0.736965594166206,0.2498
"mammary gland epithelial cell proliferation","C1_05_24",0,0,3.7e-24,0,1
"ribosomal subunit export from nucleus","C1_05_24",0,0,3.7e-24,0,1
"ribosome localization","C1_05_24",1,0,3.7e-24,1,0.2155
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","C1_05_24",0,0,3.7e-24,0,1
"seminiferous tubule development","C1_05_24",0,0,3.7e-24,0,1
"cellular response to acid chemical","C1_05_24",1,1,3.7e-24,0,1
"positive regulation of kinase activity","C1_05_24",3,4,3.7e-24,-0.321928094887362,0.6366
"positive regulation by host of viral process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrion morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"regulation of establishment of cell polarity","C1_05_24",1,0,3.7e-24,1,0.2514
"cellular lipid catabolic process","C1_05_24",0,2,3.7e-24,-1.58496250072116,0.1153
"neuron apoptotic process","C1_05_24",2,2,3.7e-24,0,1
"inner cell mass cell proliferation","C1_05_24",1,0,3.7e-24,1,0.1132
"polyamine biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.2404
"folic acid metabolic process","C1_05_24",0,0,3.7e-24,0,1
"organelle inheritance","C1_05_24",0,0,3.7e-24,0,1
"polyol metabolic process","C1_05_24",3,1,3.7e-24,1,0.4211
"regulation of type I interferon-mediated signaling pathway","C1_05_24",0,0,3.7e-24,0,1
"intracellular lipid transport","C1_05_24",0,0,3.7e-24,0,1
"fat cell differentiation","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7271
"iron ion homeostasis","C1_05_24",1,1,3.7e-24,0,1
"negative regulation of cell projection organization","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7259
"dicarboxylic acid metabolic process","C1_05_24",1,1,3.7e-24,0,1
"regulation of anatomical structure size","C1_05_24",3,5,3.7e-24,-0.584962500721156,0.3665
"regulation of small molecule metabolic process","C1_05_24",3,3,3.7e-24,0,1
"pentose-phosphate shunt","C1_05_24",0,0,3.7e-24,0,1
"pericardium development","C1_05_24",0,0,3.7e-24,0,1
"lysosomal protein catabolic process","C1_05_24",0,0,3.7e-24,0,1
"carbohydrate derivative transport","C1_05_24",1,1,3.7e-24,0,1
"alcohol biosynthetic process","C1_05_24",0,1,3.7e-24,-1,0.4326
"regulation of membrane permeability","C1_05_24",0,0,3.7e-24,0,1
"signal peptide processing","C1_05_24",0,0,3.7e-24,0,1
"UV-damage excision repair","C1_05_24",0,0,3.7e-24,0,1
"biological process involved in interaction with host","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7221
"body morphogenesis","C1_05_24",1,0,3.7e-24,1,0.4342
"extracellular vesicle biogenesis","C1_05_24",0,0,3.7e-24,0,1
"negative regulation of defense response to virus","C1_05_24",0,0,3.7e-24,0,1
"aminoglycan biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"sterol biosynthetic process","C1_05_24",1,0,3.7e-24,1,0.4497
"polyamine metabolic process","C1_05_24",0,0,3.7e-24,0,1
"magnesium ion transport","C1_05_24",0,0,3.7e-24,0,1
"lamellipodium morphogenesis","C1_05_24",1,0,3.7e-24,1,0.206
"positive regulation of neuron migration","C1_05_24",0,0,3.7e-24,0,1
"regulation of glucose metabolic process","C1_05_24",1,1,3.7e-24,0,1
"monosaccharide biosynthetic process","C1_05_24",0,1,3.7e-24,-1,0.4643
"response to acid chemical","C1_05_24",1,1,3.7e-24,0,1
"regulation of carbohydrate metabolic process","C1_05_24",3,2,3.7e-24,0.415037499278844,0.7246
"positive regulation of nervous system development","C1_05_24",2,2,3.7e-24,0,1
"regulation of circadian rhythm","C1_05_24",0,1,3.7e-24,-1,0.4119
"trabecula morphogenesis","C1_05_24",0,0,3.7e-24,0,1
"pigment accumulation","C1_05_24",0,0,3.7e-24,0,1
"cellular pigment accumulation","C1_05_24",0,0,3.7e-24,0,1
"regulation of pinocytosis","C1_05_24",0,0,3.7e-24,0,1
"regulation of ligase activity","C1_05_24",0,0,3.7e-24,0,1
"smoothened signaling pathway involved in dorsal/ventral neural tube patterning","C1_05_24",0,0,3.7e-24,0,1
"glycosyl compound metabolic process","C1_05_24",0,1,3.7e-24,-1,0.4937
"substantia nigra development","C1_05_24",1,1,3.7e-24,0,1
"negative regulation of GTPase activity","C1_05_24",0,0,3.7e-24,0,1
"axon extension","C1_05_24",1,1,3.7e-24,0,1
"positive regulation of epithelial to mesenchymal transition","C1_05_24",0,0,3.7e-24,0,1
"one-carbon metabolic process","C1_05_24",0,0,3.7e-24,0,1
"NADPH regeneration","C1_05_24",0,0,3.7e-24,0,1
"cellular response to dsRNA","C1_05_24",0,0,3.7e-24,0,1
"neuron projection organization","C1_05_24",0,1,3.7e-24,-1,0.4632
"postsynapse organization","C1_05_24",1,2,3.7e-24,-0.584962500721156,0.5496
"regulation of ketone biosynthetic process","C1_05_24",0,0,3.7e-24,0,1
"mitochondrion distribution","C1_05_24",0,0,3.7e-24,0,1
"regulation of autophagosome maturation","C1_05_24",1,0,3.7e-24,1,0.1361
"magnesium ion transmembrane transport","C1_05_24",0,0,3.7e-24,0,1
"regulation of cell division","C1_05_24",2,2,3.7e-24,0,1
"intermembrane lipid transfer","C1_05_24",1,0,3.7e-24,1,0.3067
"organophosphate ester transport","C1_05_24",0,1,3.7e-24,-1,0.4174
"movement in host","C1_05_24",2,1,3.7e-24,0.584962500721156,0.6909
"extracellular matrix assembly","C1_05_24",0,0,3.7e-24,0,1
"cellular metabolic compound salvage","C1_05_24",1,0,3.7e-24,1,0.3869
"regulation of ATP-dependent activity","C1_05_24",1,1,3.7e-24,0,1
"cell migration involved in heart development","C1_05_24",1,0,3.7e-24,1,0.1523
"cellular response to fluid shear stress","C1_05_24",0,0,3.7e-24,0,1
