"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"23","control","1","cell migration involved in heart development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060973",747,"FALSE",0.111111111111111,-0.111111111111111,0.328529844845214
"24","control","1","cell redox homeostasis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045454",747,"FALSE",0.317961574100784,-0.317961574100784,0.328529844845214
"25","control","1","cell-cell signaling by wnt",-0.0461152776976493,0.267162291360244,3,1,0.333333333333333,0.333333333333333,3,1,0.999953771487457,1,NA,"GO:0198738",347,"FALSE",-0.274455478746644,0.228340201048995,0.328529844845214
"26","control","1","cell-substrate adhesion",-0.222222222222222,0.509175077217316,1.33333333333333,0.444444444444444,0.192450089729875,0.433012701892219,2,0.666666666666667,0.997725785666893,1,NA,"GO:0031589",81,"FALSE",-0.298643039296201,0.0764208170739791,0.328529844845214
"27","control","1","cell-substrate junction assembly",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.999325221009491,1,NA,"GO:0007044",163,"FALSE",-0.17259814804131,0.283709259152421,0.328529844845214
"28","control","1","cell-substrate junction organization",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.992863419187514,1,NA,"GO:0150115",81,"FALSE",-0.345860070452889,0.568082292675112,0.328529844845214
"29","control","1","cellular carbohydrate metabolic process",0.111111111111111,0.384900179459751,1.33333333333333,0.444444444444444,0.192450089729875,0.433012701892219,1,0.333333333333333,0.999621663224384,1,NA,"GO:0044262",163,"FALSE",-0.350934425645558,0.462045536756669,0.328529844845214
"30","control","1","cellular component disassembly",-0.0922305553952987,0.598826974643377,3.33333333333333,1.11111111111111,0.838870492807861,0.754983443527075,3,1,0.979275468298877,1,NA,"GO:0022411",193,"FALSE",-0.215978959186619,0.123748403791321,0.328529844845214
"31","control","1","cellular lipid catabolic process",0.287218055635684,0.49747626521215,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.902497668782265,1,NA,"GO:0044242",57,"FALSE",-0.220765048874086,0.50798310450977,0.328529844845214
"32","control","1","cellular metabolic compound salvage",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043094",747,"FALSE",0.444444444444444,-0.444444444444444,0.328529844845214
"33","control","1","cellular nitrogen compound catabolic process",0.194987500240385,0.333333333333333,4.33333333333333,1.44444444444444,0.509175077217316,0.352505822688911,3,1,0.995682489371611,1,NA,"GO:0044270",93,"FALSE",-0.276436757369467,0.471424257609853,0.328529844845214
"34","control","1","cellular pigment accumulation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043482",747,"FALSE",0.037037037037037,-0.037037037037037,0.328529844845214
"35","control","1","cellular pigmentation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0033059",747,"FALSE",0.278139814975072,-0.278139814975072,0.328529844845214
"36","control","1","cellular respiration",1.8521787113294e-17,0.881917103688197,1.66666666666667,0.555555555555556,0.509175077217316,0.916515138991168,1.66666666666667,0.555555555555556,0.940056120503716,1,NA,"GO:0045333",632,"FALSE",-0.316504400752647,0.316504400752647,0.328529844845214
"37","control","1","cellular response to acid chemical",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.988881185264691,1,NA,"GO:0071229",81,"FALSE",-0.0621508113004681,0.28437303352269,0.328529844845214
"38","control","1","cellular response to arsenic-containing substance",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.93620818464392,1,NA,"GO:0071243",163,"FALSE",0.24388750002671,-0.132776388915599,0.328529844845214
"39","control","1","cellular response to chemical stress",-0.0461152776976493,0.911193125515563,2.33333333333333,0.777777777777778,0.509175077217316,0.654653670707977,2,0.666666666666667,0.566398273119264,1,NA,"GO:0062197",347,"FALSE",-0.387259602975376,0.341144325277727,0.328529844845214
"40","control","1","cellular response to dsRNA",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.97621040003656,1,NA,"GO:0071359",163,"FALSE",0.265552777831197,-0.154441666720086,0.328529844845214
"41","control","1","cellular response to external stimulus",-0.222222222222222,0.192450089729875,2,0.666666666666667,0.577350269189626,0.866025403784439,2,0.666666666666667,0.940103325101621,1,NA,"GO:0071496",81,"FALSE",-0.25429328942786,0.032071067205638,0.328529844845214
"42","control","1","cellular response to extracellular stimulus",0.509440277857907,0.776196653939741,2.66666666666667,0.888888888888889,0.509175077217316,0.57282196186948,0.666666666666667,0.222222222222222,0.490362313908405,1,NA,"GO:0031668",26,"FALSE",-0.491947570906951,1.00138784876486,0.328529844845214
"43","control","1","cellular response to fluid shear stress",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071498",747,"FALSE",0.0740740740740741,-0.0740740740740741,0.328529844845214
"44","control","1","cellular response to heat",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.993920938305819,1,NA,"GO:0034605",163,"FALSE",0.206850462989673,-0.0957393518785615,0.328529844845214
"45","control","1","cellular response to insulin stimulus",0.620551388969018,0.0798740039774757,2,0.666666666666667,0,0,0,0,0.89225649466714,1,NA,"GO:0032869",21,"FALSE",-0.210585054754434,0.831136443723452,0.328529844845214
"46","control","1","cellular response to ketone",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.997593016155145,1,NA,"GO:1901655",163,"FALSE",-0.141854629576211,0.252965740687322,0.328529844845214
"47","control","1","cellular response to oxygen levels",0.222222222222222,0.384900179459751,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.989988057425739,1,NA,"GO:0071453",81,"FALSE",-0.108266088998118,0.33048831122034,0.328529844845214
"48","control","1","cellular response to sterol depletion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071501",747,"FALSE",0.148148148148148,-0.148148148148148,0.328529844845214
"49","control","1","cellular response to topologically incorrect protein",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.995914344779196,1,NA,"GO:0035967",81,"FALSE",-0.283709259152422,0.505931481374644,0.328529844845214
"50","control","1","cellular response to transforming growth factor beta stimulus",0.287218055635684,0.541846760760898,1.66666666666667,0.555555555555556,0.192450089729875,0.346410161513775,0.666666666666667,0.222222222222222,0.873053059252502,1,NA,"GO:0071560",57,"FALSE",-0.273234145167991,0.560452200803676,0.328529844845214
"51","control","1","cellular response to UV",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.997352587400794,1,NA,"GO:0034644",163,"FALSE",-0.336118055422008,0.447229166533119,0.328529844845214
"52","control","1","cellular senescence",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090398",747,"FALSE",-0.246672222115384,0.246672222115384,0.328529844845214
"53","control","1","centromere complex assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0034508",747,"FALSE",0.037037037037037,-0.037037037037037,0.328529844845214
"54","control","1","centrosome localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051642",747,"FALSE",0.296296296296296,-0.296296296296296,0.328529844845214
"55","control","1","chaperone-mediated autophagy",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0061684",747,"FALSE",0.111111111111111,-0.111111111111111,0.328529844845214
"56","control","1","chondrocyte differentiation",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.99893063320337,1,NA,"GO:0002062",163,"FALSE",-0.231300462882835,0.342411573993946,0.328529844845214
"57","control","1","chromatin remodeling",-0.0461152776976493,0.342769554690181,2.33333333333333,0.777777777777778,0.192450089729875,0.247435829652697,2.33333333333333,0.777777777777778,0.978288948935003,1,NA,"GO:0006338",347,"FALSE",-0.195355134816852,0.149239857119203,0.328529844845214
"58","control","1","chromosome localization",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.999385825810986,1,NA,"GO:0050000",163,"FALSE",-0.20334166650641,0.314452777617521,0.328529844845214
"59","control","1","chromosome segregation",-0.268337499919872,0.112576085752399,2.33333333333333,0.777777777777778,0.192450089729875,0.247435829652697,3,1,0.997616408847218,1,NA,"GO:0007059",63,"FALSE",-0.0604355390074949,-0.207901960912377,0.328529844845214
"60","control","1","cilium assembly",0.0649958334134618,0.434488572471019,2.66666666666667,0.888888888888889,0.192450089729875,0.21650635094611,2.33333333333333,0.777777777777778,0.999408408557687,1,NA,"GO:0060271",265,"FALSE",-0.224330955253259,0.289326788666721,0.328529844845214
"61","control","1","cilium organization",0.129991666826924,0.464774183437227,3.33333333333333,1.11111111111111,0.192450089729875,0.173205080756888,2.33333333333333,0.777777777777778,0.822893100882376,1,NA,"GO:0044782",156,"FALSE",-0.575893284619505,0.705884951446428,0.328529844845214
"62","control","1","circadian regulation of gene expression",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032922",747,"FALSE",0.0803675926460116,-0.0803675926460116,0.328529844845214
"63","control","1","clathrin-dependent endocytosis",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.977486074227574,1,NA,"GO:0072583",163,"FALSE",0.222222222222222,-0.111111111111111,0.328529844845214
"64","control","1","collagen fibril organization",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.995999212119145,1,NA,"GO:0030199",163,"FALSE",0.42628796312322,-0.315176852012109,0.328529844845214
"65","control","1","connective tissue development",0.463325000160257,0.851736649116174,2.66666666666667,0.888888888888889,0.384900179459751,0.433012701892219,1,0.333333333333333,0.760619798921567,1,NA,"GO:0061448",28,"FALSE",-0.342281949386347,0.805606949546605,0.328529844845214
"66","control","1","COPII vesicle coating",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048208",747,"FALSE",0.354998611137821,-0.354998611137821,0.328529844845214
"67","control","1","cortical cytoskeleton organization",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.992804784701561,1,NA,"GO:0030865",163,"FALSE",0.191478703757123,-0.0803675926460119,0.328529844845214
"68","control","1","cytoplasmic translation",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.99987633713,1,NA,"GO:0002181",163,"FALSE",0.155959140092541,-0.0448480289814302,0.328529844845214
"69","control","1","defense response to virus",-0.111111111111111,0.693888666488711,1.33333333333333,0.444444444444444,0.192450089729875,0.433012701892219,1.66666666666667,0.555555555555556,0.986617010938879,1,NA,"GO:0051607",163,"FALSE",-0.258643570225941,0.14753245911483,0.328529844845214
"70","control","1","dephosphorylation",0,0.577350269189626,2,0.666666666666667,0,0,2,0.666666666666667,0.995754841019439,1,NA,"GO:0016311",747,"FALSE",-0.355602085483771,0.355602085483771,0.328529844845214
"71","control","1","developmental growth involved in morphogenesis",0.287218055635684,0.267162291360244,1,0.333333333333333,0.333333333333333,1,0,0,0.922323056133838,1,NA,"GO:0060560",57,"FALSE",-0.333997107703603,0.621215163339288,0.328529844845214
"72","control","1","dicarboxylic acid metabolic process",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.998162960813896,1,NA,"GO:0043648",163,"FALSE",-0.0859370368233612,0.197048147934472,0.328529844845214
"73","control","1","DNA conformation change",0.222222222222222,0.384900179459751,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.941413356860985,1,NA,"GO:0071103",81,"FALSE",-0.0558572927285307,0.278079514950753,0.328529844845214
"74","control","1","DNA replication",-0.0461152776976489,0.598826974643378,2,0.666666666666667,0.333333333333333,0.5,2,0.666666666666667,0.972163992295103,1,NA,"GO:0006260",347,"FALSE",-0.263975004434422,0.217859726736773,0.328529844845214
"75","control","1","DNA-templated transcription elongation",0.222222222222222,0.384900179459751,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.989877401500129,1,NA,"GO:0006354",81,"FALSE",-0.252965740687322,0.475187962909544,0.328529844845214
"76","control","1","double-strand break repair",0.230757288561204,0.669539302590963,3.66666666666667,1.22222222222222,0.693888666488711,0.567727090763491,2,0.666666666666667,0.291643065779486,1,NA,"GO:0006302",74,"FALSE",-0.447892940903389,0.678650229464592,0.328529844845214
"77","control","1","embryonic body morphogenesis",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.931501264055797,1,NA,"GO:0010172",163,"FALSE",0.132776388915599,-0.0216652778044874,0.328529844845214
"78","control","1","embryonic organ development",-0.20334166650641,0.225152171504797,2.66666666666667,0.888888888888889,0.384900179459751,0.433012701892219,3,1,0.994268308629884,1,NA,"GO:0048568",85,"FALSE",-0.276989976179083,0.0736483096726728,0.328529844845214
"79","control","1","epigenetic regulation of gene expression",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.999366973519853,1,NA,"GO:0040029",81,"FALSE",-0.372361693481178,0.5945839157034,0.328529844845214
"80","control","1","erythrocyte differentiation",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.999427408191644,1,NA,"GO:0030218",163,"FALSE",-0.151596644607092,0.262707755718203,0.328529844845214
"81","control","1","establishment of mitotic spindle localization",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.920104544216637,1,NA,"GO:0040001",81,"FALSE",0.0587023148415244,0.163519907380698,0.328529844845214
"82","control","1","establishment of organelle localization",-0.490559722142094,0.305026175482274,1.66666666666667,0.555555555555556,0.384900179459751,0.692820323027551,3,1,0.973479222838029,1,NA,"GO:0051656",27,"FALSE",-0.249579714452081,-0.240980007690012,0.328529844845214
"83","control","1","establishment of protein localization to membrane",0.0357697883208178,0.942828497665286,2.66666666666667,0.888888888888889,0.693888666488711,0.7806247497998,2,0.666666666666667,0.331735385838431,1,NA,"GO:0090150",385,"FALSE",-0.270992597400948,0.306762385721766,0.328529844845214
"84","control","1","establishment of protein localization to organelle",-0.425563888728632,0.725675917774221,2,0.666666666666667,0.881917103688197,1.3228756555323,3,1,0.94416182346293,1,NA,"GO:0072594",33,"FALSE",-0.447113926812274,0.0215500380836416,0.328529844845214
"85","control","1","establishment or maintenance of cell polarity",0.333333333333333,0.333333333333333,1,0.333333333333333,0.333333333333333,1,0,0,0.984456736159317,1,NA,"GO:0007163",47,"FALSE",-0.308029634437986,0.641362967771319,0.328529844845214
"86","control","1","establishment or maintenance of epithelial cell apical/basal polarity",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.967886594303923,1,NA,"GO:0045197",163,"FALSE",0.287218055635684,-0.176106944524573,0.328529844845214
"87","control","1","ether lipid biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0008611",747,"FALSE",0.0740740740740741,-0.0740740740740741,0.328529844845214
"88","control","1","exit from host cell",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0035891",747,"FALSE",0.206850462989673,-0.206850462989673,0.328529844845214
"89","control","1","exosomal secretion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1990182",747,"FALSE",0.148148148148148,-0.148148148148148,0.328529844845214
"90","control","1","extracellular matrix assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0085029",747,"FALSE",0.296296296296296,-0.296296296296296,0.328529844845214
"91","control","1","extracellular vesicle biogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0140112",747,"FALSE",0.354998611137821,-0.354998611137821,0.328529844845214
"92","control","1","face development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060324",747,"FALSE",0.0216652778044874,-0.0216652778044874,0.328529844845214
"93","control","1","fat cell differentiation",0.333333333333333,0.666666666666667,1.66666666666667,0.555555555555556,0.693888666488711,1.24899959967968,0.333333333333333,0.111111111111111,0.545455304682376,1,NA,"GO:0045444",47,"FALSE",-0.158614237573618,0.491947570906951,0.328529844845214
"94","control","1","fatty acid beta-oxidation",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.996233830734277,1,NA,"GO:0006635",163,"FALSE",-0.0090782406606123,0.120189351771723,0.328529844845214
"95","control","1","fibroblast migration",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.98320385248954,1,NA,"GO:0010761",163,"FALSE",0.280924537063747,-0.169813425952635,0.328529844845214
"96","control","1","fibroblast proliferation",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.99086233087542,1,NA,"GO:0048144",81,"FALSE",-0.252965740687322,0.475187962909544,0.328529844845214
"97","control","1","folic acid metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046655",747,"FALSE",0,0,0.328529844845214
"98","control","1","G0 to G1 transition",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045023",747,"FALSE",0.22851574079416,-0.22851574079416,0.328529844845214
"99","control","1","glial cell apoptotic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0034349",747,"FALSE",0.0740740740740741,-0.0740740740740741,0.328529844845214
"100","control","1","glycerol ether biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046504",747,"FALSE",0.0740740740740741,-0.0740740740740741,0.328529844845214
"101","control","1","glycosyl compound biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901659",747,"FALSE",0.111111111111111,-0.111111111111111,0.328529844845214
"102","control","1","glycosyl compound metabolic process",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.973147499943525,1,NA,"GO:1901657",81,"FALSE",0.0279587963764249,0.194263425845797,0.328529844845214
"103","control","1","glycosylation",0.463325000160258,0.43448857247102,2,0.666666666666667,0.577350269189626,0.866025403784439,0.333333333333333,0.111111111111111,0.662371784728851,1,NA,"GO:0070085",28,"FALSE",-0.230081299503566,0.693406299663824,0.328529844845214
"104","control","1","Golgi organization",0.222222222222222,0.384900179459751,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.989315134769635,1,NA,"GO:0007030",81,"FALSE",-0.525475811460725,0.747698033682947,0.328529844845214
"105","control","1","Golgi to plasma membrane protein transport",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.981847085299642,1,NA,"GO:0043001",163,"FALSE",0.24388750002671,-0.132776388915599,0.328529844845214
"106","control","1","Golgi vesicle transport",-0.0922305553952987,0.0798740039774766,2.33333333333333,0.777777777777778,0.384900179459751,0.494871659305394,2.33333333333333,0.777777777777778,0.989713523756739,1,NA,"GO:0048193",193,"FALSE",-0.246672222115384,0.154441666720086,0.328529844845214
"107","control","1","GPI anchor biosynthetic process",0.222222222222222,0.384900179459751,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.617774960252086,1,NA,"GO:0006506",81,"FALSE",0.169813425952636,0.0524087962695866,0.328529844845214
"108","control","1","heart valve development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0003170",747,"FALSE",-0.00907824066061199,0.00907824066061199,0.328529844845214
"109","control","1","heme metabolic process",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.992745612222988,1,NA,"GO:0042168",163,"FALSE",0.111111111111111,0,0.328529844845214
"110","control","1","heterochromatin formation",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.98726220742136,1,NA,"GO:0031507",81,"FALSE",0.0188805557158124,0.20334166650641,0.328529844845214
"111","control","1","heterocycle catabolic process",-0.333333333333333,0.333333333333333,2,0.666666666666667,0.333333333333333,0.5,3,1,0.994907094860077,1,NA,"GO:0046700",47,"FALSE",-0.261026957287952,-0.0723063760453814,0.328529844845214
"112","control","1","histone modification",-0.0922305553952987,0.267162291360244,3.33333333333333,1.11111111111111,0.509175077217316,0.458257569495584,3,1,0.975991499354372,1,NA,"GO:0016570",193,"FALSE",-0.184267203136252,0.0920366477409534,0.328529844845214
"113","control","1","immune system development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0002520",747,"FALSE",-0.14686868474456,0.14686868474456,0.328529844845214
"114","control","1","in utero embryonic development",-0.555555555555556,0.192450089729875,1.33333333333333,0.444444444444444,0.192450089729875,0.433012701892219,3,1,0.982656854754047,1,NA,"GO:0001701",25,"FALSE",-0.481981930793955,-0.0735736247616008,0.328529844845214
"115","control","1","inner cell mass cell proliferation",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.897510948951006,1,NA,"GO:0001833",163,"FALSE",0.185185185185185,-0.0740740740740741,0.328529844845214
"116","control","1","inositol phosphate catabolic process",0.176106944524573,0.305026175482275,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0,0,0.368877251220626,1,NA,"GO:0071545",105,"FALSE",0.148148148148148,0.0279587963764252,0.328529844845214
"117","control","1","interferon-beta production",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032608",747,"FALSE",0,0,0.328529844845214
"118","control","1","intermembrane lipid transfer",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0120009",747,"FALSE",0.524812037090456,-0.524812037090456,0.328529844845214
"119","control","1","intracellular lipid transport",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.936711600255246,1,NA,"GO:0032365",81,"FALSE",0.148148148148148,0.0740740740740741,0.328529844845214
"120","control","1","intraciliary transport",0.222222222222222,0.192450089729875,0.666666666666667,0.222222222222222,0.192450089729875,0.866025403784439,0,0,0.945621450245214,1,NA,"GO:0042073",81,"FALSE",0.271846296403135,-0.0496240741809123,0.328529844845214
"121","control","1","iron ion homeostasis",0.111111111111111,0.192450089729875,0.333333333333333,0.111111111111111,0.192450089729875,1.73205080756888,0,0,0.99609944039643,1,NA,"GO:0055072",163,"FALSE",0.246732522139703,-0.135621411028592,0.328529844845214
