"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"snv coding synonymous",12,10.5177,3.7e-24,0.23674390048004,0.658,0.767666666666667,E2_06_14
"snv noncoding 3prime UTR",23,28.8988,3.7e-24,-0.293251192009215,0.2404,0.649444444444444,E2_06_14
"snv noncoding 5prime UTR",3,5.2063,3.7e-24,-0.52485931097076,0.3202,0.649444444444444,E2_06_14
"snv noncoding downstream gene",261,248.5416,9.12836279445508e-07,0.0730060626015832,0.4175,0.649444444444444,E2_06_14
"snv noncoding intergenic",407,1054.7374,0.0682294904086111,-1.37112493651286,0,0,E2_06_14
"snv noncoding intron",1267,1415.1148,0.0147647962833366,-0.159071768596835,0,0,E2_06_14
"snv noncoding nmd",33,38.2984,3.7e-24,-0.190319495611238,0.3356,0.649444444444444,E2_06_14
"snv noncoding regulatory",186,185.8971,4.06883577495808e-07,0.0044725291139558,1,1,E2_06_14
"snv noncoding splice",8,6.8418,3.7e-24,0.28781564767407,0.5754,0.767666666666667,E2_06_14
"snv noncoding transcript exon",23,17.9537,3.7e-24,0.378006507245085,0.2422,0.649444444444444,E2_06_14
"snv noncoding transcript intron",388,362.9204,9.56521049099176e-06,0.0979901697029014,0.1841,0.649444444444444,E2_06_14
"snv noncoding upstream gene",242,229.2807,1.69551148485927e-08,0.0805186612829609,0.4168,0.649444444444444,E2_06_14
"undefined",0,0.027,3.7e-24,-0.0267924812503606,1,1,E2_06_14
"snv coding nonsynonymous",45,51.1699,3.7e-24,-0.167791627292449,0.3297,0.512866666666667,E2_08_16
"snv coding synonymous",10,15.6402,3.7e-24,-0.553371120560393,0.1086,0.2172,E2_08_16
"snv noncoding 3prime UTR",38,40.4082,3.7e-24,-0.0686951466355138,0.7609,0.887716666666667,E2_08_16
"snv noncoding 5prime UTR",12,7.6449,3.7e-24,0.671134750065524,0.2141,0.374675,E2_08_16
"snv noncoding downstream gene",343,375.282,0.000294578268172562,-0.127599794741271,0.0709,0.165433333333333,E2_08_16
"snv noncoding intergenic",656,1738.1914,0.10064139555724,-1.40416285227904,0,0,E2_08_16
"snv noncoding intron",2021,2177.9348,0.00929144838901682,-0.107636695105385,0,0,E2_08_16
"snv noncoding nmd",50,65.0652,7.48169379285459e-20,-0.362700014145117,0.0395,0.1288,E2_08_16
"snv noncoding regulatory",351,299.2176,4.07464543025311e-07,0.231855866681773,0.006,0.028,E2_08_16
"snv noncoding splice",9,10.2517,3.7e-24,-0.108385293684686,0.7564,0.887716666666667,E2_08_16
"snv noncoding transcript exon",27,29.1248,3.7e-24,-0.0814112104953862,0.7092,0.887716666666667,E2_08_16
"snv noncoding transcript intron",573,570.717,0.00162660196606183,0.00688420792329457,0.9154,0.985815384615385,E2_08_16
"snv noncoding upstream gene",302,336.242,0.00110714588781735,-0.152419053227158,0.046,0.1288,E2_08_16
"undefined",0,0.0445,3.7e-24,-0.0442509775004327,1,1,E2_08_16
"snv coding nonsynonymous",65,84.4146,1.03848193364468e-14,-0.363706165335241,0.0206,0.0961333333333333,E3_06_14
"snv coding synonymous",26,25.6482,3.7e-24,0.0461435396367317,0.9237,1,E3_06_14
"snv noncoding 3prime UTR",62,71.3146,6.72131158354616e-18,-0.188936419211742,0.2117,0.4234,E3_06_14
"snv noncoding 5prime UTR",11,12.0121,3.7e-24,-0.0637020532869161,0.7782,0.990436363636364,E3_06_14
"snv noncoding downstream gene",609,628.7775,0.00725720083019859,-0.0449429371635768,0.3972,0.617866666666667,E3_06_14
"snv noncoding intergenic",973,2670.6577,0.101788408002367,-1.45555127130205,0,0,E3_06_14
"snv noncoding intron",3450,3702.1964,0.134170627736706,-0.101641723471751,0,0,E3_06_14
"snv noncoding nmd",105,111.0518,1.65534498131245e-14,-0.0736565389062713,0.5314,0.74396,E3_06_14
"snv noncoding regulatory",486,485.6533,0.00585438385815209,0.00242575218349672,0.9793,1,E3_06_14
"snv noncoding splice",17,17.0924,3.7e-24,0.0320696112241276,1,1,E3_06_14
"snv noncoding transcript exon",40,46.8893,3.7e-24,-0.209056511950671,0.3112,0.5446,E3_06_14
"snv noncoding transcript intron",983,927.2476,0.0176775567088391,0.0848633539932132,0.0682,0.1827,E3_06_14
"snv noncoding upstream gene",631,588.6573,0.00738842281073903,0.101170605953029,0.0783,0.1827,E3_06_14
"undefined",0,0.0725,3.7e-24,-0.0715284212515144,0.0702,0.1827,E3_06_14
"snv coding nonsynonymous",55,72.8111,1.11266580186507e-16,-0.388286009428668,0.0198,0.0924,E3_08_16
"snv coding synonymous",22,21.8264,3.7e-24,0.0423687593202859,1,1,E3_08_16
"snv noncoding 3prime UTR",64,62.0287,6.42951291591042e-22,0.0558428248544343,0.8497,1,E3_08_16
"snv noncoding 5prime UTR",16,10.8451,3.7e-24,0.582354216762698,0.2428,0.566533333333333,E3_08_16
"snv noncoding downstream gene",578,564.4403,0.0116000159481954,0.0354016185677407,0.5572,0.866755555555556,E3_08_16
"snv noncoding intergenic",1047,2790.5135,0.0361366296970715,-1.41322859839605,0,0,E3_08_16
"snv noncoding intron",3093,3356.5913,0.0529547085555579,-0.117818065847382,0,0,E3_08_16
"snv noncoding nmd",97,102.9519,3.32856391090347e-12,-0.0782882305659503,0.5504,0.866755555555556,E3_08_16
"snv noncoding regulatory",499,451.2952,0.00960994121406726,0.146202827824364,0.0319,0.11165,E3_08_16
"snv noncoding splice",8,14.8642,3.7e-24,-0.773643848943056,0.0417,0.11676,E3_08_16
"snv noncoding transcript exon",50,44.5891,3.7e-24,0.17761041069259,0.455,0.866755555555556,E3_08_16
"snv noncoding transcript intron",910,919.6822,0.0063327750620293,-0.0145422956238858,0.7318,1,E3_08_16
"snv noncoding upstream gene",525,524.4691,0.00235650969835431,0.0027064115508343,0.9842,1,E3_08_16
"undefined",0,0.0767,3.7e-24,-0.0753378950020192,1,1,E3_08_16
"snv coding nonsynonymous",5,5.1714,3.7e-24,0.0658616685949055,0.827,0.931861538461538,MMEA9_C1
"snv coding synonymous",1,1.6618,3.7e-24,-0.232465058496648,0.7414,0.931861538461538,MMEA9_C1
"snv noncoding 3prime UTR",3,4.3044,3.7e-24,-0.28395879839838,0.5267,0.931861538461538,MMEA9_C1
"snv noncoding downstream gene",33,34.1838,3.7e-24,-0.0304706098126067,0.8653,0.931861538461538,MMEA9_C1
"snv noncoding intergenic",62,133.9148,4.00343152253561e-12,-1.09473611951528,0,0,MMEA9_C1
"snv noncoding intron",179,200.5051,7.77655519991202e-09,-0.16063400104404,0.0364,0.169866666666667,MMEA9_C1
"snv noncoding nmd",6,6.6544,3.7e-24,-0.0425783122997701,0.7,0.931861538461538,MMEA9_C1
"snv noncoding regulatory",24,26.7273,3.7e-24,-0.124882108596537,0.5478,0.931861538461538,MMEA9_C1
"snv noncoding splice",1,0.9945,3.7e-24,0.178487167524954,0.6328,0.931861538461538,MMEA9_C1
"snv noncoding transcript exon",4,2.6023,3.7e-24,0.636297132051233,0.3869,0.902766666666667,MMEA9_C1
"snv noncoding transcript intron",57,48.7533,3.7e-24,0.234431226510855,0.2615,0.902766666666667,MMEA9_C1
"snv noncoding upstream gene",21,33.7153,3.7e-24,-0.638625190029878,0.0121,0.0847,MMEA9_C1
"snv noncoding 5prime UTR",0,1.0453,3.7e-24,-0.859892341270554,0.3698,0.902766666666667,MMEA9_C1
"undefined",0,0.0045,3.7e-24,-0.0045,1,1,MMEA9_C1
"snv coding nonsynonymous",5,4.1511,3.7e-24,0.341709393743285,0.804,1,MMEA9_C2
"snv coding synonymous",1,1.3239,3.7e-24,-0.036561143886138,1,1,MMEA9_C2
"snv noncoding 3prime UTR",3,3.5296,3.7e-24,-0.041445476077951,0.8061,1,MMEA9_C2
"snv noncoding 5prime UTR",1,0.7547,3.7e-24,0.348221155546339,0.6434,1,MMEA9_C2
"snv noncoding downstream gene",26,29.9102,3.7e-24,-0.17344194729068,0.4465,1,MMEA9_C2
"snv noncoding intergenic",54,120.4353,2.48215773006e-14,-1.13840543501221,0,0,MMEA9_C2
"snv noncoding intron",165,166.7681,1.65602056785147e-10,-0.0126266240610261,0.8497,1,MMEA9_C2
"snv noncoding nmd",6,4.844,3.7e-24,0.372984056443057,0.6446,1,MMEA9_C2
"snv noncoding regulatory",20,22.6407,3.7e-24,-0.142518993198146,0.5161,1,MMEA9_C2
"snv noncoding transcript exon",2,2.2306,3.7e-24,0.0611630437533577,1,1,MMEA9_C2
"snv noncoding transcript intron",39,42.3377,3.7e-24,-0.100860805956207,0.5656,1,MMEA9_C2
"snv noncoding upstream gene",31,28.7028,3.7e-24,0.129584373093958,0.7005,1,MMEA9_C2
"snv noncoding splice",0,0.8385,3.7e-24,-0.713027504513209,0.4867,1,MMEA9_C2
"undefined",0,0.003,3.7e-24,-0.003,1,1,MMEA9_C2
"snv coding nonsynonymous",6,5.4955,3.7e-24,0.212690675362713,0.8399,1,MMEA9_C3
"snv coding synonymous",1,1.6833,3.7e-24,-0.245862587788688,0.7388,1,MMEA9_C3
"snv noncoding 3prime UTR",6,4.4879,3.7e-24,0.468859107793989,0.5092,1,MMEA9_C3
"snv noncoding 5prime UTR",1,0.9854,3.7e-24,0.185738139165849,1,1,MMEA9_C3
"snv noncoding downstream gene",29,36.9042,3.7e-24,-0.319917186065605,0.1512,0.5292,MMEA9_C3
"snv noncoding intergenic",70,136.3433,1.54116697867008e-12,-0.947949866081789,0,0,MMEA9_C3
"snv noncoding intron",149,209.0957,3.18597073673832e-09,-0.484039843949763,0,0,MMEA9_C3
"snv noncoding nmd",8,6.8371,3.7e-24,0.28590865244111,0.6972,1,MMEA9_C3
"snv noncoding regulatory",30,27.9546,3.7e-24,0.12218073427902,0.7707,1,MMEA9_C3
"snv noncoding transcript exon",2,2.6317,3.7e-24,-0.112065356075004,0.5359,1,MMEA9_C3
"snv noncoding transcript intron",64,50.1599,4.75130609793824e-24,0.35818283673658,0.0711,0.3318,MMEA9_C3
"snv noncoding upstream gene",36,35.0866,3.7e-24,0.0543945139836718,0.9313,1,MMEA9_C3
"snv noncoding splice",0,1.0661,3.7e-24,-0.872761037084052,0.3665,1,MMEA9_C3
"undefined",0,0.0041,3.7e-24,-0.0041,1,1,MMEA9_C3
"snv coding nonsynonymous",96,102.554355435544,2.0735289816248e-11,-0.0875186705559547,0.514451445144514,0.654756384729382,MMEA9_E1
"snv coding synonymous",39,30.7517751775178,3.7e-24,0.356047678088289,0.191219121912191,0.355635563556356,MMEA9_E1
"snv noncoding 3prime UTR",76,91.6818681868187,3.60250037157976e-15,-0.259761095763691,0.0664066406640664,0.232423242324232,MMEA9_E1
"snv noncoding 5prime UTR",13,15.7093709370937,3.7e-24,-0.212743292400807,0.447144714471447,0.626002600260026,MMEA9_E1
"snv noncoding downstream gene",729,779.901090109011,0.0227477326076475,-0.0963706921988919,0.053005300530053,0.232423242324232,MMEA9_E1
"snv noncoding intergenic",1220,3409.00520052005,0.267328786940498,-1.48156155647957,0,0,MMEA9_E1
"snv noncoding intron",4138,4480.82318231823,0.201645299412392,-0.114704192091312,0,0,MMEA9_E1
"snv noncoding nmd",168,151.764676467647,8.42845793176792e-09,0.150351678631152,0.221222122212221,0.355635563556356,MMEA9_E1
"snv noncoding regulatory",597,561.943494349435,0.00164544668496247,0.0883717158649026,0.136013601360136,0.355635563556356,MMEA9_E1
"snv noncoding splice",16,21.2909290929093,3.7e-24,-0.35936297484695,0.21042104210421,0.355635563556356,MMEA9_E1
"snv noncoding transcript exon",54,56.1717171717172,4.44913159245004e-24,-0.0436144895462947,0.781578157815782,0.841699554570842,MMEA9_E1
"snv noncoding transcript intron",1168,1128.51595159516,0.098400801624817,0.0501556145183483,0.228622862286229,0.355635563556356,MMEA9_E1
"snv noncoding upstream gene",743,751.881788178818,0.0239019216979641,-0.0162209010880181,0.752675267526753,0.841699554570842,MMEA9_E1
"undefined",0,0.0844084408440844,3.7e-24,-0.0828971622186738,1,1,MMEA9_E1
"snv coding nonsynonymous",37,45.6833,3.7e-24,-0.28202359101976,0.1324,0.205955555555556,MMEA9_E2
"snv coding synonymous",16,13.679,3.7e-24,0.260645971679394,0.5838,0.6811,MMEA9_E2
"snv noncoding 3prime UTR",28,42.0625,3.7e-24,-0.553924062557884,0.0101,0.03535,MMEA9_E2
"snv noncoding 5prime UTR",10,6.8153,3.7e-24,0.579500133972504,0.3348,0.426109090909091,MMEA9_E2
"snv noncoding downstream gene",352,358.3958,0.000132742951307023,-0.0240571959164475,0.7255,0.781307692307692,MMEA9_E2
"snv noncoding intergenic",569,1742.8927,0.20949310086222,-1.61299628410803,0,0,MMEA9_E2
"snv noncoding intron",1910,2115.9084,0.1258124163173,-0.147416397189063,0,0,MMEA9_E2
"snv noncoding nmd",65,55.5151,2.18423289000459e-21,0.236456325127779,0.2532,0.35448,MMEA9_E2
"snv noncoding regulatory",305,262.0242,3.14809550689878e-06,0.22092571061078,0.0129,0.03612,MMEA9_E2
"snv noncoding splice",5,9.3538,3.7e-24,-0.719975235357605,0.1138,0.19915,MMEA9_E2
"snv noncoding transcript exon",27,26.972,3.7e-24,0.0272008687616027,1,1,MMEA9_E2
"snv noncoding transcript intron",587,520.1108,0.000692100711773656,0.175507186037838,0.0042,0.0196,MMEA9_E2
"snv noncoding upstream gene",305,344.7779,0.000165825482986394,-0.174331503972036,0.0182,0.0424666666666667,MMEA9_E2
"undefined",0,0.0467,3.7e-24,-0.0462019550008654,0.0455,0.091,MMEA9_E2
"snv coding nonsynonymous",115,149.133934837093,4.01870889773495e-09,-0.367393869616467,0.0019047619047619,0.00888888888888889,MMEA9_E3
"snv coding synonymous",40,45.2872180451128,3.7e-24,-0.159450402266325,0.36922305764411,0.637348927875244,MMEA9_E3
"snv noncoding 3prime UTR",108,134.220852130326,1.09360391377216e-10,-0.305640894462694,0.0141353383458647,0.0329824561403509,MMEA9_E3
"snv noncoding 5prime UTR",23,22.7002506265664,3.7e-24,0.0484596729091655,1,1,MMEA9_E3
"snv noncoding downstream gene",1035,1122.79819548872,0.0305119360682051,-0.116763120974716,0.0050125313283208,0.0175438596491228,MMEA9_E3
"snv noncoding intergenic",1908,4723.64681704261,0.375500203047975,-1.30728177614602,0,0,MMEA9_E3
"snv noncoding intron",5868,6360.0354887218,0.346139110208025,-0.11607665400691,0,0,MMEA9_E3
"snv noncoding nmd",208,198.175137844612,1.04933161410014e-07,0.0730858218296406,0.478395989974937,0.669754385964912,MMEA9_E3
"snv noncoding regulatory",917,839.799899749373,0.00810834280710017,0.127545097613661,0.0105263157894737,0.0294736842105263,MMEA9_E3
"snv noncoding splice",22,30.812030075188,3.7e-24,-0.445451349625228,0.0563408521303258,0.112681704260652,MMEA9_E3
"snv noncoding transcript exon",86,81.1454636591479,1.43855499417114e-14,0.091720249631319,0.619248120300752,0.788133971291866,MMEA9_E3
"snv noncoding transcript intron",1622,1590.34235588972,0.127402945065816,0.0288301476740869,0.409724310776942,0.637348927875244,MMEA9_E3
"snv noncoding upstream gene",1080,1070.7090726817,0.0985742755122671,0.0131002674282027,0.775037593984962,0.90421052631579,MMEA9_E3
"undefined",0,0.12531328320802,3.7e-24,-0.122024309528653,1,1,MMEA9_E3
"snv coding nonsynonymous",3,3.7259,3.7e-24,-0.105532186766409,0.8033,0.937183333333333,MMEB9_C1
"snv noncoding 3prime UTR",4,3.1288,3.7e-24,0.422834909846957,0.5962,0.83468,MMEB9_C1
"snv noncoding downstream gene",18,25.3599,3.7e-24,-0.447423182128423,0.0692,0.2422,MMEB9_C1
"snv noncoding intergenic",53,89.6105,1.02272828250848e-17,-0.740676557428454,0,0,MMEB9_C1
"snv noncoding intron",122,147.3098,6.18019200489617e-13,-0.267045078526874,0.0045,0.0315,MMEB9_C1
"snv noncoding nmd",3,4.744,3.7e-24,-0.405953606313391,0.4087,0.715225,MMEB9_C1
"snv noncoding regulatory",24,19.4706,3.7e-24,0.321112529668311,0.298,0.6838,MMEB9_C1
"snv noncoding transcript exon",2,1.928,3.7e-24,0.208139360700153,1,1,MMEB9_C1
"snv noncoding transcript intron",37,32.9747,3.7e-24,0.180385771837001,0.466,0.724888888888889,MMEB9_C1
"snv noncoding upstream gene",18,24.2451,3.7e-24,-0.383849979971066,0.1543,0.43204,MMEB9_C1
"snv coding synonymous",0,1.1815,3.7e-24,-0.94649966328659,0.3419,0.6838,MMEB9_C1
"snv noncoding 5prime UTR",0,0.5755,3.7e-24,-0.51317479123506,0.6806,0.866218181818182,MMEB9_C1
"snv noncoding splice",0,0.7575,3.7e-24,-0.654191715409391,0.042,0.196,MMEB9_C1
"undefined",0,0.0046,3.7e-24,-0.0046,1,1,MMEB9_C1
"snv coding nonsynonymous",4,4.7734,3.7e-24,-0.0929488891957752,0.8234,0.8234,MMEB9_C2
"snv noncoding 3prime UTR",3,4.026,3.7e-24,-0.200489322928766,0.4499,0.619181818181818,MMEB9_C2
"snv noncoding downstream gene",23,33.8259,3.7e-24,-0.518188322542229,0.0298,0.08344,MMEB9_C2
"snv noncoding intergenic",57,148.0678,2.09874924467562e-12,-1.35836966061953,0,0,MMEB9_C2
"snv noncoding intron",168,196.5999,2.40933931125115e-09,-0.223293942315909,0.0076,0.0354666666666667,MMEB9_C2
"snv noncoding nmd",8,5.8201,3.7e-24,0.501350057671207,0.548,0.639333333333333,MMEB9_C2
"snv noncoding regulatory",16,26.1124,3.7e-24,-0.648197018535788,0.0244,0.08344,MMEB9_C2
"snv noncoding transcript exon",2,2.5191,3.7e-24,-0.0676246200701256,0.7911,0.8234,MMEB9_C2
"snv noncoding transcript intron",58,49.792,3.7e-24,0.228879425547318,0.2645,0.462875,MMEB9_C2
"snv noncoding upstream gene",44,32.1932,3.7e-24,0.459425387664337,0.069,0.161,MMEB9_C2
"snv coding synonymous",0,1.5969,3.7e-24,-1.20267034965229,0.203,0.406,MMEB9_C2
"snv noncoding 5prime UTR",0,0.8421,3.7e-24,-0.715242894752737,0.4865,0.619181818181818,MMEB9_C2
"undefined",0,0.0049,3.7e-24,-0.0049,0.0049,0.0343,MMEB9_C2
"snv noncoding splice",0,0.9468,3.7e-24,-0.790300801881626,0.4597,0.619181818181818,MMEB9_C2
"snv coding nonsynonymous",4,4.048,3.7e-24,0.115583620548424,0.8097,0.8097,MMEB9_C3
"snv noncoding 3prime UTR",1,3.1817,3.7e-24,-0.921113828666636,0.1804,0.420933333333333,MMEB9_C3
"snv noncoding 5prime UTR",1,0.7555,3.7e-24,0.348514490966299,0.6502,0.758566666666667,MMEB9_C3
"snv noncoding downstream gene",15,26.7756,3.7e-24,-0.772293586053211,0.0044,0.0154,MMEB9_C3
"snv noncoding intergenic",47,97.714,3.47435866251357e-15,-1.03493914917249,0,0,MMEB9_C3
"snv noncoding intron",120,146.335,3.93274018158182e-12,-0.281131204090951,0.0024,0.0130666666666667,MMEB9_C3
"snv noncoding nmd",6,4.6204,3.7e-24,0.433840934850574,0.6355,0.758566666666667,MMEB9_C3
"snv noncoding regulatory",18,21.3211,3.7e-24,-0.202308687886228,0.3728,0.579911111111111,MMEB9_C3
"snv noncoding transcript exon",3,2.0436,3.7e-24,0.564080473987687,0.7268,0.782707692307692,MMEB9_C3
"snv noncoding transcript intron",45,34.3723,3.7e-24,0.397769052760744,0.1032,0.28896,MMEB9_C3
"snv noncoding upstream gene",21,25.2911,3.7e-24,-0.231195921341878,0.3051,0.533925,MMEB9_C3
"snv noncoding splice",0,0.7569,3.7e-24,-0.653443881312902,0.5102,0.71428,MMEB9_C3
"snv coding synonymous",0,1.2573,3.7e-24,-0.999756036411768,0.2859,0.533925,MMEB9_C3
"undefined",0,0.0028,3.7e-24,-0.0028,0.0028,0.0130666666666667,MMEB9_C3
"snv coding nonsynonymous",119,152.47089469993,1.0619107470328e-10,-0.350341669256137,0.00280533012724176,0.00785492435627693,MMEB9_E1
"snv coding synonymous",28,45.0006011421701,3.7e-24,-0.650116170945605,0.00250475904218014,0.00785492435627693,MMEB9_E1
"snv noncoding 3prime UTR",98,139.5130748422,5.67638268186273e-10,-0.500140152014509,0.000100190361687206,0.00046755502120696,MMEB9_E1
"snv noncoding 5prime UTR",12,22.4804127842902,3.7e-24,-0.82267027786762,0.0125237952109007,0.0250475904218014,MMEB9_E1
