"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","pvalue.adj",sample
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice acceptor variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,C1_05_24
"splice donor variant / splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,C1_05_24
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,C1_05_24
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,C1_05_24
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,C1_05_24
"coding sequence variant",0,0,3.7e-24,0,1,1,C1_05_24
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C1_05_24
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,C1_05_24
"missense variant / splice donor 5th base variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C1_05_24
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,C1_05_24
"start lost / 5 prime UTR variant",0,0,3.7e-24,0,1,1,C1_05_24
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C1_05_24
"3 prime UTR variant",3,3,3.7e-24,0,1,1,C2_05_24
"5 prime UTR variant",3,1,3.7e-24,1,0.468,1,C2_05_24
"downstream gene variant",29,34,3.7e-24,-0.222392421336448,0.3719,1,C2_05_24
"intergenic variant",179,150,8.49590531790109e-12,0.253448357004596,0.0096,0.7296,C2_05_24
"intron variant",184,189,5.45830814623601e-10,-0.0384741478146357,0.613,1,C2_05_24
"intron variant / NMD transcript variant",4,5,3.7e-24,-0.263034405833794,0.6904,1,C2_05_24
"intron variant / non coding transcript variant",42,49,3.7e-24,-0.217591435072627,0.2691,1,C2_05_24
"missense variant",2,4,3.7e-24,-0.736965594166206,0.2954,1,C2_05_24
"non coding transcript exon variant",1,2,3.7e-24,-0.584962500721156,0.3515,1,C2_05_24
"regulatory region variant",29,28,3.7e-24,0.0489096004809465,0.8428,1,C2_05_24
"splice polypyrimidine tract variant / intron variant",1,0,3.7e-24,1,0.244,1,C2_05_24
"splice region variant / splice polypyrimidine tract variant / intron variant",1,0,3.7e-24,1,0.174,1,C2_05_24
"synonymous variant",1,1,3.7e-24,0,1,1,C2_05_24
"upstream gene variant",22,32,3.7e-24,-0.52083216330144,0.0459,1,C2_05_24
"frameshift variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop gained",0,0,3.7e-24,0,1,1,C2_05_24
"splice acceptor variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,C2_05_24
"missense variant / splice region variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor region variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C2_05_24
"3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"TF binding site variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,C2_05_24
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop retained variant",0,0,3.7e-24,0,1,1,C2_05_24
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"inframe deletion",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"start lost",0,0,3.7e-24,0,1,1,C2_05_24
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"mature miRNA variant",0,0,3.7e-24,0,1,1,C2_05_24
"start lost / splice region variant",0,0,3.7e-24,0,1,1,C2_05_24
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop lost",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,C2_05_24
"non coding transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,C2_05_24
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,C2_05_24
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice donor variant / splice donor region variant / 5 prime UTR variant / intron variant",0,0,3.7e-24,0,1,1,C2_05_24
"start lost / synonymous variant",0,0,3.7e-24,0,1,1,C2_05_24
"frameshift variant / stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,C2_05_24
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C2_05_24
"3 prime UTR variant",2,4,3.7e-24,-0.736965594166206,0.2597,1,C3_05_24
"3 prime UTR variant / NMD transcript variant",1,0,3.7e-24,1,0.1093,1,C3_05_24
"downstream gene variant",28,38,3.7e-24,-0.427421223734676,0.0619,1,C3_05_24
"intergenic variant",190,151,6.68105675701017e-10,0.329501314592163,9e-04,0.0711,C3_05_24
"intron variant",192,212,3.76994365395474e-09,-0.142252582957758,0.057,1,C3_05_24
"intron variant / NMD transcript variant",4,5,3.7e-24,-0.263034405833794,0.6699,1,C3_05_24
"intron variant / non coding transcript variant",58,51,3.7e-24,0.182203331220749,0.3402,1,C3_05_24
"missense variant",4,4,3.7e-24,0,1,1,C3_05_24
"non coding transcript exon variant",1,3,3.7e-24,-1,0.2452,1,C3_05_24
"regulatory region variant",24,29,3.7e-24,-0.263034405833794,0.339,1,C3_05_24
"splice donor region variant / intron variant",1,0,3.7e-24,1,0.078,1,C3_05_24
"stop gained",1,0,3.7e-24,1,0.3254,1,C3_05_24
"synonymous variant",1,2,3.7e-24,-0.584962500721156,0.2702,1,C3_05_24
"upstream gene variant",33,35,3.7e-24,-0.082462160191973,0.6692,1,C3_05_24
"5 prime UTR variant",0,1,3.7e-24,-1,0.4619,1,C3_05_24
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,C3_05_24
"start lost",0,0,3.7e-24,0,1,1,C3_05_24
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant",0,0,3.7e-24,0,1,1,C3_05_24
"missense variant / splice region variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"TF binding site variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice acceptor variant",0,0,3.7e-24,0,1,1,C3_05_24
"5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,C3_05_24
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"stop lost",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,C3_05_24
"mature miRNA variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"inframe deletion",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / start lost / start retained variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"stop retained variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,C3_05_24
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant / splice donor region variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"non coding transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"start lost / splice region variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,C3_05_24
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant / coding sequence variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice acceptor variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / stop retained variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,C3_05_24
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,C3_05_24
"coding sequence variant",0,0,3.7e-24,0,1,1,C3_05_24
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant / splice donor region variant / non coding transcript exon variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,C3_05_24
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice acceptor variant / coding sequence variant",0,0,3.7e-24,0,1,1,C3_05_24
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,C3_05_24
"3 prime UTR variant",27,23,3.7e-24,0.222392421336448,0.468,1,E1_06_14
"5 prime UTR variant",1,4,3.7e-24,-1.32192809488736,0.0713,0.8556,E1_06_14
"5 prime UTR variant / NMD transcript variant",1,0,3.7e-24,1,0.0632,0.8556,E1_06_14
"downstream gene variant",188,205,1.93329592038653e-06,-0.124258102962146,0.2071,1,E1_06_14
"intergenic variant",946,874,0.0253979305472206,0.114081408748694,0.0067,0.1876,E1_06_14
"intron variant",1095,1156,0.00403900807381184,-0.0781410661469632,0.0185,0.3885,E1_06_14
"intron variant / NMD transcript variant",21,30,3.7e-24,-0.494764691749578,0.0585,0.8556,E1_06_14
"intron variant / non coding transcript variant",313,294,5.24900379427724e-05,0.0900496046424235,0.2543,1,E1_06_14
"missense variant",13,25,3.7e-24,-0.893084796083488,0.006,0.1876,E1_06_14
"missense variant / splice region variant",1,1,3.7e-24,0,1,1,E1_06_14
"non coding transcript exon variant",14,15,3.7e-24,-0.0931094043914815,0.701,1,E1_06_14
"regulatory region variant",150,155,1.27082848561072e-08,-0.0469974795371694,0.6534,1,E1_06_14
"splice donor region variant / intron variant",1,0,3.7e-24,1,0.4532,1,E1_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant",1,1,3.7e-24,0,1,1,E1_06_14
"stop gained",1,1,3.7e-24,0,1,1,E1_06_14
"synonymous variant",6,8,3.7e-24,-0.362570079384708,0.4913,1,E1_06_14
"upstream gene variant",212,190,3.0022055215883e-08,0.15728079219009,0.1257,1,E1_06_14
"3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice acceptor variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice polypyrimidine tract variant / intron variant",0,2,3.7e-24,-1.58496250072116,4e-04,0.0336,E1_06_14
"splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / intron variant",0,0,3.7e-24,0,1,1,E1_06_14
"missense variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_06_14
"TF binding site variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor variant",0,0,3.7e-24,0,1,1,E1_06_14
"start lost",0,0,3.7e-24,0,1,1,E1_06_14
"mature miRNA variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop lost",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / 5 prime UTR variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice acceptor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"inframe deletion",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / synonymous variant",0,0,3.7e-24,0,1,1,E1_06_14
"start lost / splice region variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop gained / splice region variant",0,0,3.7e-24,0,1,1,E1_06_14
"missense variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / 3 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop retained variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor 5th base variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / 3 prime UTR variant",0,0,3.7e-24,0,1,1,E1_06_14
"start lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / intron variant / non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice acceptor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant / splice region variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / splice polypyrimidine tract variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop gained / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"non coding transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop lost / splice region variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / synonymous variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor 5th base variant / synonymous variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice acceptor variant / coding sequence variant / intron variant",0,0,3.7e-24,0,1,1,E1_06_14
"incomplete terminal codon variant / coding sequence variant",0,0,3.7e-24,0,1,1,E1_06_14
"coding sequence variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant / start lost / start retained variant",0,0,3.7e-24,0,1,1,E1_06_14
"start lost / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice region variant / 5 prime UTR variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"inframe deletion / splice region variant",0,0,3.7e-24,0,1,1,E1_06_14
"inframe deletion / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice acceptor variant / splice polypyrimidine tract variant / intron variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop gained / frameshift variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant / start lost",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor region variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor 5th base variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant / stop lost",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor variant / splice donor 5th base variant / intron variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop gained / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop retained variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice acceptor variant / non coding transcript exon variant",0,0,3.7e-24,0,1,1,E1_06_14
"stop lost / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"splice donor variant / splice donor 5th base variant / intron variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"frameshift variant / splice region variant / NMD transcript variant",0,0,3.7e-24,0,1,1,E1_06_14
"3 prime UTR variant",16,27,3.7e-24,-0.719892080807265,0.0082,0.248733333333333,E1_08_16
"3 prime UTR variant / NMD transcript variant",1,1,3.7e-24,0,1,1,E1_08_16
"5 prime UTR variant",8,5,3.7e-24,0.584962500721156,0.3971,1,E1_08_16
"TF binding site variant",1,0,3.7e-24,1,0.4318,1,E1_08_16
"downstream gene variant",248,261,4.04175033630342e-05,-0.0734210694693694,0.38,1,E1_08_16
"intergenic variant",1363,1263,0.0336380406759598,0.10984718084707,0.0011,0.07735,E1_08_16
"intron variant",1410,1503,0.016066116760105,-0.0920865790803732,0.0017,0.07735,E1_08_16
"intron variant / NMD transcript variant",36,41,3.7e-24,-0.182864057149811,0.3877,1,E1_08_16
"intron variant / non coding transcript variant",418,415,0.000512076478224397,0.0103667155582596,0.8772,1,E1_08_16
"missense variant",35,30,3.7e-24,0.215728691055437,0.3598,1,E1_08_16
"non coding transcript exon variant",24,21,3.7e-24,0.184424571137428,0.5136,1,E1_08_16
"regulatory region variant",216,209,6.82010098538044e-06,0.0473057147783568,0.6207,1,E1_08_16
